Experiment;Name;Time HS;Days post-HS;mCherry;mCitrine;mTurquoise2;GFP;Tumor;mCherry in tumors;mCitrine in tumors;mTurquoise2 in tumors;GFP in tumors;Tumor location;Standardized image;;
230628 Flybow 5d 2h HS2314;5-2;2 hr;5;8;1;4;6;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2315;5-3;2 hr;5;9;2;7;11;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2316;6-1;2 hr;5;4;2;2;9;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2317;6-2;2 hr;5;8;2;2;16;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2318;7-1;2 hr;5;1;1;2;19;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2319;7-2;2 hr;5;1;7;4;8;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2320;8-1;2 hr;5;3;1;1;7;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2321;9-1;2 hr;5;5;1;2;19;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2322;10-1;2 hr;5;8;3;3;7;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2323;10-2;2 hr;5;6;4;5;17;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2324;11-1;2 hr;5;1;3;0;4;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2325;12-1;2 hr;5;1;5;1;5;T;0;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2326;13-1;2 hr;5;1;0;0;0;F;1;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2327;14-1;2 hr;5;6;5;5;15;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2328;15-1;2 hr;5;6;3;7;10;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2329;15-2;2 hr;5;3;4;3;9;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2330;16-1;2 hr;5;5;0;3;15;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2331;16-2;2 hr;5;7;3;5;8;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2332;17-1;2 hr;5;7;4;8;16;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2333;17-2;2 hr;5;4;1;5;9;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2334;18-1;2 hr;5;2;0;1;1;T;1;0;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2335;19-1;2 hr;5;3;0;1;7;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2336;19-2;2 hr;5;3;0;2;11;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2337;20-1;2 hr;5;6;1;3;6;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2338;20-2;2 hr;5;8;1;6;6;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2339;21-1;2 hr;5;2;1;5;7;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2340;22-1;2 hr;5;10;2;9;7;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2341;23-1;2 hr;5;16;3;2;15;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2342;24-1;2 hr;5;10;1;2;11;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2343;25-1;2 hr;5;5;2;4;28;T;1;1;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230628 Flybow 5d 2h HS2344;25-2;2 hr;5;7;1;6;5;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;1-1;2 hr;24;1;1;1;1;T;1;0;0;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;2-1;2 hr;24;4;0;1;5;T;1;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;2-2;2 hr;24;3;1;6;7;T;1;0;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;2-3;2 hr;24;1;0;1;8;T;0;0;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;3-1;2 hr;24;3;1;5;9;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;3-2;2 hr;24;2;0;1;4;T;1;0;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;4-1;2 hr;24;1;1;1;1;T;1;1;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;5-1;2 hr;24;5;2;1;9;T;1;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;6-1;2 hr;24;1;0;0;7;T;0;0;0;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;6-2;2 hr;24;0;0;0;5;T;0;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;7-1;2 hr;24;3;1;2;11;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;8-1;2 hr;24;2;1;1;7;T;1;0;0;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;8-2;2 hr;24;3;0;3;1;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;9-1 bis;2 hr;24;5;0;0;7;T;1;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;10-1;2 hr;24;5;0;3;1;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;11-1;2 hr;24;2;1;2;20;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;11-2;2 hr;24;1;1;0;4;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;12-1;2 hr;24;1;0;0;6;F;0;0;0;0;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;13-1;2 hr;24;7;0;4;8;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 290523 HS0506 2H 24d Flybow;13-2;2 hr;24;1;1;0;3;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;1-1;2 hr;35;4;2;2;9;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;1-2;2 hr;35;10;0;6;9;T;1;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;1-3;2 hr;35;2;6;4;5;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;2-1;2 hr;35;1;0;2;10;T;0;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;2-2;2 hr;35;4;1;2;6;T;1;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;3-1;2 hr;35;0;0;0;10;T;0;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;3-2;2 hr;35;1;2;5;6;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;3-3;2 hr;35;5;0;4;7;T;1;0;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;4-1;2 hr;35;0;3;0;4;F;0;0;0;0;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;5-1;2 hr;35;2;0;1;7;T;1;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;6-1;2 hr;35;2;0;1;4;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;7-1;2 hr;35;1;0;6;9;T;0;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;7-2;2 hr;35;2;0;0;7;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;8-1;2 hr;35;1;0;1;10;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;8-2;2 hr;35;2;0;2;5;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;8-3;2 hr;35;2;2;2;11;F;0;0;0;0;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;9-1;2 hr;35;2;2;2;10;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;10-1;2 hr;35;0;1;1;10;T;0;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;11-1;2 hr;35;2;1;2;4;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;12-1;2 hr;35;1;4;3;2;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;12-2;2 hr;35;3;7;2;7;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;13-1;2 hr;35;4;1;5;7;T;1;1;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;14-1;2 hr;35;2;1;2;15;T;1;1;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;14-2;2 hr;35;0;0;0;3;T;0;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2506 2H 35d Flybow ;15-1;2 hr;35;6;0;3;9;T;1;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2905 2H 31d Flybow;1-1;2 hr;31;3;1;3;5;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2905 2H 31d Flybow;1-2;2 hr;31;6;0;4;19;T;1;0;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2905 2H 31d Flybow;2-1;2 hr;31;2;0;2;2;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2905 2H 31d Flybow;3-1;2 hr;31;0;1;2;7;T;0;0;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2905 2H 31d Flybow;3-2;2 hr;31;1;0;6;6;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2905 2H 31d Flybow;4-1;2 hr;31;1;0;2;2;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2905 2H 31d Flybow;4-2;2 hr;31;4;0;4;5;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2905 2H 31d Flybow;4-3;2 hr;31;2;0;2;6;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2905 2H 31d Flybow;5-1;2 hr;31;2;0;4;5;T;1;0;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2905 2H 31d Flybow;6-1;2 hr;31;1;0;3;6;T;0;0;0;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2905 2H 31d Flybow;6-2;2 hr;31;1;0;5;1;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2905 2H 31d Flybow;7-1;2 hr;31;7;0;4;4;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2905 2H 31d Flybow;7-2;2 hr;31;3;0;4;6;T;1;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2905 2H 31d Flybow;8-1;2 hr;31;2;0;9;5;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2905 2H 31d Flybow;8-2;2 hr;31;5;0;5;10;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2905 2H 31d Flybow;8-3;2 hr;31;2;2;4;6;F;0;0;0;0;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230630 prep 290623 HS2905 2H 31d Flybow;9-1;2 hr;31;1;0;6;6;T;0;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230630 HS2405 37d 2h Flybow;1-1;2 hr;37;1;0;6;19;T;0;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230630 HS2405 37d 2h Flybow;2-1;2 hr;37;1;0;2;3;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230630 HS2405 37d 2h Flybow;3-1;2 hr;37;2;1;1;4;T;1;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230630 HS2405 37d 2h Flybow;4-1;2 hr;37;3;1;3;2;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230630 HS2405 37d 2h Flybow;4-2;2 hr;37;1;0;1;3;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230630 HS2405 37d 2h Flybow;5-1;2 hr;37;5;0;3;5;T;1;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230630 HS2405 37d 2h Flybow;5-2;2 hr;37;4;1;3;3;T;1;0;1;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230630 HS2405 37d 2h Flybow;6-1;2 hr;37;3;2;1;2;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230630 HS2405 37d 2h Flybow;6-2;2 hr;37;2;1;2;3;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230630 HS2405 37d 2h Flybow;7-1;2 hr;37;1;0;1;4;T;0;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230630 HS2405 37d 2h Flybow;8-1;2 hr;37;4;0;4;5;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230630 HS2405 37d 2h Flybow;9-1;2 hr;37;4;0;3;5;T;0;0;0;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230630 HS2405 37d 2h Flybow;10-1;2 hr;37;4;0;2;4;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230630 HS2405 37d 2h Flybow;10-2;2 hr;37;0;0;4;0;T;0;0;1;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;1-1;2 hr;4;3;3;3;5;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;1-2;2 hr;4;10;7;12;7;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;3-1;2 hr;4;6;4;3;7;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;4-1;2 hr;4;2;1;3;3;T;1;1;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;5-1;2 hr;4;3;5;3;7;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;5-2;2 hr;4;4;0;5;6;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;5-3;2 hr;4;7;4;6;15;T;1;1;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;6-1;2 hr;4;1;0;0;0;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;7-1;2 hr;4;0;0;0;5;T;0;0;0;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;8-1;2 hr;4;2;0;3;0;T;1;0;1;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;9-1;2 hr;4;1;0;2;4;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;10-1;2 hr;4;2;0;1;5;T;1;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;11-1;2 hr;4;2;2;1;2;T;1;1;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;12-1;2 hr;4;2;0;0;12;T;1;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;13-1;2 hr;4;0;1;1;10;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;14-1;2 hr;4;2;0;1;3;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;15-1;2 hr;4;4;0;2;4;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;16-1;2 hr;4;0;0;1;15;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;17-1;2 hr;4;2;1;0;4;T;1;1;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;18-1;2 hr;4;2;0;1;8;F;0;0;0;0;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;19-1;2 hr;4;3;3;1;6;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;20-1;2 hr;4;3;1;3;3;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;21-1;2 hr;4;1;0;1;5;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;22-1;2 hr;4;3;0;1;6;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;23-1;2 hr;4;2;1;3;28;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;24-1;2 hr;4;5;3;6;6;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;25-1;2 hr;4;2;0;3;6;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;26-1;2 hr;4;5;2;5;6;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;27-1;2 hr;4;3;2;6;2;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;28-1;2 hr;4;2;0;1;6;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;28-2;2 hr;4;2;2;1;10;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
230709 mounted on 230707 Flybow 4d 2h;29-1;2 hr;4;0;0;0;1;T;0;0;0;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230720 Flybow selected tumors more than 21d 2H HS;1-1;2 hr;21;5;3;7;20;T;1;1;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230720 Flybow selected tumors more than 21d 2H HS;2-1;2 hr;21;7;1;5;13;T;1;1;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230720 Flybow selected tumors more than 21d 2H HS;3-1;2 hr;21;3;0;3;15;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230720 Flybow selected tumors more than 21d 2H HS;4-1;2 hr;21;1;1;1;1;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230720 Flybow selected tumors more than 21d 2H HS;5-1;2 hr;21;1;0;1;1;T;1;0;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230720 Flybow selected tumors more than 21d 2H HS;6-1;2 hr;21;9;2;8;7;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230720 Flybow selected tumors more than 21d 2H HS;7-1;2 hr;21;10;0;2;1;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230720 Flybow selected tumors more than 21d 2H HS;8-1;2 hr;21;1;0;3;11;T;1;0;0;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230720 Flybow selected tumors more than 21d 2H HS;9-1;2 hr;21;1;1;1;1;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230727 21d old selected tumors 2h hs flybow;1;2 hr;21;1;1;1;1;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230727 21d old selected tumors 2h hs flybow;2;2 hr;21;0;0;0;1;T;0;0;0;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230727 21d old selected tumors 2h hs flybow;3;2 hr;21;1;0;0;1;T;1;0;0;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230727 21d old selected tumors 2h hs flybow;4;2 hr;21;0;1;1;1;T;0;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230727 21d old selected tumors 2h hs flybow;5;2 hr;21;1;0;1;1;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230727 21d old selected tumors 2h hs flybow;6;2 hr;21;1;0;1;1;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230727 21d old selected tumors 2h hs flybow;7;2 hr;21;1;0;1;0;T;1;0;1;0;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230727 21d old selected tumors 2h hs flybow;8;2 hr;21;1;1;1;1;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230727 21d old selected tumors 2h hs flybow;9;2 hr;21;1;1;1;1;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230727 21d old selected tumors 2h hs flybow;10;2 hr;21;1;1;1;1;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230727 21d old selected tumors 2h hs flybow;11;2 hr;21;1;1;1;1;T;1;1;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230727 21d old selected tumors 2h hs flybow;12;2 hr;21;1;0;1;1;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230727 21d old selected tumors 2h hs flybow;13;2 hr;21;1;0;1;1;T;1;0;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230727 21d old selected tumors 2h hs flybow;14;2 hr;21;1;0;1;1;T;1;0;1;1;Malpighi;No;;Selected tumors to take out for tumor frequencies !
230727 21d old selected tumors 2h hs flybow;15;2 hr;21;1;0;1;1;T;1;0;1;1;Midgut;No;;Selected tumors to take out for tumor frequencies !
230727 21d old selected tumors 2h hs flybow;16;2 hr;21;1;3;1;14;F;0;0;0;0;Midgut;No;;Selected tumors to take out for tumor frequencies !
